"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"4064","Cameron Oliver",10.75,1.25,5.25,1,4,0.25,2021,0,"NO"
"4065","Cameron Payne",8.416666667,3.616666667,2.4,42,60,0.7,2021,0,"NO"
"4066","Caris LeVert",20.17021277,5.212765957,4.553191489,24,47,0.510638298,2021,0,"NO"
"4067","Carmelo Anthony",13.39130435,1.507246377,3.101449275,39,69,0.565217391,2021,0,"NO"
"4068","Carsen Edwards",3.967741935,0.451612903,0.838709677,14,31,0.451612903,2021,0,"NO"
"4069","Cassius Stanley",1.5,0.041666667,0.833333333,10,24,0.416666667,2021,0,"NO"
"4070","Cassius Winston",1.863636364,0.545454545,0.409090909,10,22,0.454545455,2021,0,"NO"
"4071","Cedi Osman",10.38983051,2.949152542,3.406779661,17,59,0.288135593,2021,0,"NO"
"4072","Chandler Hutchison",4.28,0.68,3.12,11,25,0.44,2021,0,"NO"
"4073","Charlie Brown Jr.",4.444444444,1,1.888888889,1,9,0.111111111,2021,0,"NO"
"4074","Chasson Randle",6.487804878,1.804878049,2,10,41,0.243902439,2021,0,"NO"
"4075","Chimezie Metu",6.277777778,0.777777778,3.111111111,14,36,0.388888889,2021,0,"NO"
"4076","Chris Boucher",13.63333333,1.05,6.733333333,25,60,0.416666667,2021,0,"NO"
"4077","Chris Chiozza",4,2.954545455,1.090909091,12,22,0.545454545,2021,0,"NO"
"4078","Chris Paul",16.41428571,8.885714286,4.457142857,49,70,0.7,2021,0,"NO"
"4079","Chris Silva",2.133333333,0.4,1.8,8,15,0.533333333,2021,0,"NO"
"4080","Christian Wood",20.97560976,1.731707317,9.634146341,12,41,0.292682927,2021,0,"NO"
"4081","Chuma Okeke",7.755555556,2.244444444,4.022222222,15,45,0.333333333,2021,0,"NO"
"4082","CJ Elleby",2.266666667,0.333333333,1.066666667,19,30,0.633333333,2021,0,"NO"
"4083","CJ McCollum",23.12765957,4.744680851,3.936170213,28,47,0.595744681,2021,0,"NO"
"4084","Clint Capela",15.17460317,0.777777778,14.33333333,34,63,0.53968254,2021,0,"NO"
"4085","Coby White",15.08695652,4.753623188,4.115942029,30,69,0.434782609,2021,0,"NO"
"4086","Cody Martin",3.980769231,1.653846154,3.096153846,26,52,0.5,2021,0,"NO"
"4087","Cody Zeller",9.395833333,1.791666667,6.833333333,21,48,0.4375,2021,0,"NO"
"4088","Cole Anthony",12.87234043,4.085106383,4.70212766,13,47,0.276595745,2021,0,"NO"
"4089","Collin Sexton",24.33333333,4.366666667,3.116666667,18,60,0.3,2021,0,"NO"
"4090","Cory Joseph",8.206349206,3.380952381,2.523809524,25,63,0.396825397,2021,0,"NO"
"4091","Cristiano Felicio",1.277777778,0.5,1.444444444,6,18,0.333333333,2021,0,"NO"
"4092","D'Angelo Russell",18.95238095,5.80952381,2.642857143,16,42,0.380952381,2021,0,"NO"
"4093","D.J. Augustin",7.684210526,3.298245614,1.649122807,28,57,0.49122807,2021,0,"NO"
"4094","D.J. Wilson",5.228571429,0.657142857,3.2,13,35,0.371428571,2021,0,"NO"
"4095","Dakota Mathias",6,1.625,0.875,4,8,0.5,2021,0,"NO"
"4096","Damian Jones",4.692307692,0.743589744,3.102564103,24,39,0.615384615,2021,0,"NO"
"4097","Damian Lillard",28.7761194,7.537313433,4.223880597,39,67,0.582089552,2021,0,"NO"
"4098","Damion Lee",6.543859649,1.280701754,3.157894737,28,57,0.49122807,2021,0,"NO"
"4099","Damyean Dotson",6.695652174,1.97826087,2.02173913,14,46,0.304347826,2021,0,"NO"
"4100","Daniel Gafford",7.037037037,0.537037037,4.277777778,31,54,0.574074074,2021,0,"NO"
"4101","Daniel Oturu",1.8,0.333333333,1.6,21,30,0.7,2021,0,"NO"
"4102","Daniel Theis",9.646153846,1.661538462,5.476923077,28,65,0.430769231,2021,0,"NO"
"4103","Danilo Gallinari",13.25490196,1.490196078,4.137254902,29,51,0.568627451,2021,0,"NO"
"4104","Danny Green",9.47826087,1.710144928,3.768115942,46,69,0.666666667,2021,0,"NO"
"4105","Dante Exum",3.833333333,2.166666667,2.833333333,3,6,0.5,2021,0,"NO"
"4106","Danuel House Jr.",8.75,1.916666667,3.666666667,8,36,0.222222222,2021,0,"NO"
"4107","DaQuan Jeffries",4.096774194,0.709677419,2.290322581,6,31,0.193548387,2021,0,"NO"
"4108","Dario Saric",8.74,1.3,3.8,37,50,0.74,2021,0,"NO"
"4109","Darius Bazley",13.70909091,1.8,7.2,16,55,0.290909091,2021,0,"NO"
"4110","Darius Garland",17.42592593,6.092592593,2.388888889,18,54,0.333333333,2021,0,"NO"
"4111","Darius Miller",4.055555556,1.166666667,1.333333333,5,18,0.277777778,2021,0,"NO"
"4112","David Nwaba",9.2,1.033333333,3.933333333,8,30,0.266666667,2021,0,"NO"
"4113","Davis Bertans",11.49122807,0.859649123,2.947368421,29,57,0.50877193,2021,0,"NO"
"4114","De'Aaron Fox",25.18965517,7.189655172,3.5,24,58,0.413793103,2021,0,"NO"
"4115","De'Andre Hunter",14.95652174,1.913043478,4.782608696,12,23,0.52173913,2021,0,"NO"
"4116","De'Anthony Melton",9.076923077,2.538461538,3.096153846,27,52,0.519230769,2021,0,"NO"
"4117","Dean Wade",5.968253968,1.174603175,3.412698413,19,63,0.301587302,2021,0,"NO"
"4118","DeAndre' Bembry",5.745098039,2.098039216,2.862745098,23,51,0.450980392,2021,0,"NO"
"4119","Deandre Ayton",14.44927536,1.434782609,10.53623188,48,69,0.695652174,2021,0,"NO"
"4120","DeAndre Jordan",7.473684211,1.631578947,7.49122807,37,57,0.649122807,2021,0,"NO"
"4121","Deividas Sirvydis",2.05,0.25,1.45,8,20,0.4,2021,0,"NO"
"4122","Dejounte Murray",15.68656716,5.417910448,7.059701493,32,67,0.47761194,2021,0,"NO"
"4123","Delon Wright",10.23809524,4.412698413,4.26984127,21,63,0.333333333,2021,0,"NO"
"4124","DeMar DeRozan",21.57377049,6.918032787,4.245901639,27,61,0.442622951,2021,0,"NO"
"4125","DeMarcus Cousins",8.926829268,1.853658537,6.414634146,22,41,0.536585366,2021,0,"NO"
"4126","Deni Avdija",6.333333333,1.166666667,4.851851852,25,54,0.462962963,2021,0,"NO"
"4127","Dennis Schroder",15.42622951,5.754098361,3.459016393,38,61,0.62295082,2021,0,"NO"
"4128","Dennis Smith Jr.",6.695652174,3.347826087,2.391304348,7,23,0.304347826,2021,0,"NO"
"4129","Denzel Valentine",6.548387097,1.693548387,3.177419355,26,62,0.419354839,2021,0,"NO"
"4130","Derrick Favors",5.426470588,0.647058824,5.529411765,49,68,0.720588235,2021,0,"NO"
"4131","Derrick Jones Jr.",6.827586207,0.810344828,3.534482759,32,58,0.551724138,2021,0,"NO"
"4132","Derrick Rose",14.68,4.18,2.6,28,50,0.56,2021,0,"NO"
"4133","Derrick White",15.36111111,3.527777778,2.972222222,18,36,0.5,2021,0,"NO"
"4134","Desmond Bane",9.191176471,1.735294118,3.088235294,36,68,0.529411765,2021,0,"NO"
"4135","Devin Booker",25.55223881,4.313432836,4.194029851,48,67,0.71641791,2021,0,"NO"
"4136","Devin Cannady",4.25,0.125,0.625,0,8,0,2021,0,"NO"
"4137","Devin Vassell",5.5,0.903225806,2.806451613,30,62,0.483870968,2021,0,"NO"
"4138","Devon Dotson",2.090909091,0.636363636,0.454545455,4,11,0.363636364,2021,0,"NO"
"4139","Devontae Cacok",1.95,0.05,1.6,8,20,0.4,2021,0,"NO"
"4140","Devonte' Graham",14.83636364,5.363636364,2.690909091,23,55,0.418181818,2021,0,"NO"
"4141","Dewayne Dedmon",7.0625,0.75,5.375,11,16,0.6875,2021,0,"NO"
"4142","Didi Louzada",2.666666667,1,1,0,3,0,2021,0,"NO"
"4143","Dillon Brooks",17.17910448,2.343283582,2.925373134,36,67,0.537313433,2021,0,"NO"
"4144","Domantas Sabonis",20.32258065,6.693548387,11.96774194,29,62,0.467741935,2021,0,"NO"
"4145","Donovan Mitchell",26.43396226,5.226415094,4.433962264,39,53,0.735849057,2021,0,"NO"
"4146","Donta Hall",5.615384615,0.846153846,4.769230769,3,13,0.230769231,2021,0,"NO"
"4147","Donte DiVincenzo",10.42424242,3.075757576,5.757575758,44,66,0.666666667,2021,0,"NO"
"4148","Dorian Finney-Smith",9.833333333,1.7,5.433333333,36,60,0.6,2021,0,"NO"
"4149","Doug McDermott",13.62121212,1.287878788,3.348484848,32,66,0.484848485,2021,0,"NO"
"4150","Draymond Green",7.047619048,8.857142857,7.111111111,35,63,0.555555556,2021,0,"NO"
"4151","Drew Eubanks",5.759259259,0.777777778,4.462962963,21,54,0.388888889,2021,0,"NO"
"4152","Duncan Robinson",13.08333333,1.763888889,3.472222222,40,72,0.555555556,2021,0,"NO"
"4153","Dwayne Bacon",10.94444444,1.291666667,3.111111111,21,72,0.291666667,2021,0,"NO"
"4154","Dwight Howard",6.985507246,0.884057971,8.405797101,46,69,0.666666667,2021,0,"NO"
"4155","Dwight Powell",5.896551724,1.086206897,4.034482759,36,58,0.620689655,2021,0,"NO"
"4156","Dylan Windler",5.193548387,1.064516129,3.451612903,11,31,0.35483871,2021,0,"NO"
"4157","E'Twaun Moore",4.925925926,1.481481481,1.666666667,20,27,0.740740741,2021,0,"NO"
"4158","Ed Davis",2.086956522,0.913043478,5,5,23,0.217391304,2021,0,"NO"
"4159","Edmond Sumner",7.528301887,0.924528302,1.773584906,23,53,0.433962264,2021,0,"NO"
"4160","Elfrid Payton",10.14285714,3.222222222,3.428571429,36,63,0.571428571,2021,0,"NO"
"4161","Elijah Bryant",16,3,6,0,1,0,2021,0,"NO"
"4162","Elijah Hughes",1.722222222,0.333333333,0.5,14,18,0.777777778,2021,0,"NO"
"4163","Enes Freedom",11.19444444,1.166666667,11.04166667,42,72,0.583333333,2021,0,"NO"
"4164","Eric Bledsoe",12.23943662,3.774647887,3.436619718,31,71,0.436619718,2021,0,"NO"
"4165","Eric Gordon",17.81481481,2.62962963,2.148148148,10,27,0.37037037,2021,0,"NO"
"4166","Eric Paschall",9.525,1.275,3.2,20,40,0.5,2021,0,"NO"
"4167","Ersan Ilyasova",3.823529412,0.235294118,1.705882353,14,17,0.823529412,2021,0,"NO"
"4168","Evan Fournier",17.11904762,3.428571429,3.047619048,18,42,0.428571429,2021,0,"NO"
"4169","Facundo Campazzo",6.092307692,3.569230769,2.061538462,43,65,0.661538462,2021,0,"NO"
"4170","Frank Jackson",9.75,0.9,2.15,13,40,0.325,2021,0,"NO"
"4171","Frank Kaminsky",6.595744681,1.680851064,4,33,47,0.70212766,2021,0,"NO"
"4172","Frank Mason III",6.25,3,3,1,4,0.25,2021,0,"NO"
"4173","Frank Ntilikina",2.696969697,0.575757576,0.939393939,23,33,0.696969697,2021,0,"NO"
"4174","Fred VanVleet",19.59615385,6.307692308,4.230769231,22,52,0.423076923,2021,0,"NO"
"4175","Freddie Gillespie",5.55,0.45,4.85,7,20,0.35,2021,0,"NO"
"4176","Furkan Korkmaz",9.109090909,1.490909091,2.054545455,39,55,0.709090909,2021,0,"NO"
"4177","Gabe Vincent",4.84,1.34,1.12,27,50,0.54,2021,0,"NO"
"4178","Gabriel Deck",8.4,2.4,4,1,10,0.1,2021,0,"NO"
"4179","Garrett Temple",7.553571429,2.214285714,2.857142857,25,56,0.446428571,2021,0,"NO"
"4180","Garrison Mathews",5.53125,0.40625,1.359375,32,64,0.5,2021,0,"NO"
"4181","Gary Clark",3.051282051,0.794871795,2.948717949,12,39,0.307692308,2021,0,"NO"
"4182","Gary Harris",9.948717949,2,2.025641026,15,39,0.384615385,2021,0,"NO"
"4183","Gary Payton II",2.5,0.1,1.1,7,10,0.7,2021,0,"NO"
"4184","Gary Trent Jr.",15.31034483,1.379310345,2.620689655,29,58,0.5,2021,0,"NO"
"4185","George Hill",8.7,2.433333333,2.033333333,16,30,0.533333333,2021,0,"NO"
"4186","Georges Niang",6.944444444,0.819444444,2.444444444,52,72,0.722222222,2021,0,"NO"
"4187","Giannis Antetokounmpo",28.14754098,5.852459016,11,40,61,0.655737705,2021,0,"NO"
"4188","Glenn Robinson III",5.260869565,0.869565217,1.956521739,9,23,0.391304348,2021,0,"NO"
"4189","Goga Bitadze",5.133333333,0.822222222,3.333333333,19,45,0.422222222,2021,0,"NO"
"4190","Goran Dragic",13.44,4.38,3.38,30,50,0.6,2021,0,"NO"
"4191","Gordon Hayward",19.61363636,4.113636364,5.863636364,24,44,0.545454545,2021,0,"NO"
"4192","Gorgui Dieng",6.789473684,1.263157895,3.684210526,14,38,0.368421053,2021,0,"NO"
"4193","Grant Riller",2.571428571,0.428571429,0.142857143,2,7,0.285714286,2021,0,"NO"
"4194","Grant Williams",4.666666667,1.015873016,2.825396825,30,63,0.476190476,2021,0,"NO"
"4195","Grayson Allen",10.64,2.16,3.2,26,50,0.52,2021,0,"NO"
"4196","Greg Whittington",0,0,0,3,4,0.75,2021,0,"NO"
"4197","Hamidou Diallo",11.61538462,1.942307692,5.230769231,18,52,0.346153846,2021,0,"NO"
"4198","Harrison Barnes",16.0862069,3.465517241,6.637931034,25,58,0.431034483,2021,0,"NO"
"4199","Harry Giles III",2.842105263,0.763157895,3.5,23,38,0.605263158,2021,0,"NO"
"4200","Hassan Whiteside",8.138888889,0.555555556,5.972222222,16,36,0.444444444,2021,0,"NO"
"4201","Henry Ellenson",7.5,2.5,6,0,2,0,2021,0,"NO"
"4202","Ignas Brazdeikis",7,1.307692308,3.461538462,3,13,0.230769231,2021,0,"NO"
"4203","Iman Shumpert",1,0,0.5,1,2,0.5,2021,0,"NO"
"4204","Immanuel Quickley",11.421875,1.984375,2.140625,37,64,0.578125,2021,0,"NO"
"4205","Isaac Bonga",1.95,0.575,1.65,16,40,0.4,2021,0,"NO"
"4206","Isaac Okoro",9.641791045,1.910447761,3.074626866,20,67,0.298507463,2021,0,"NO"
"4207","Isaiah Hartenstein",5.130434783,1.195652174,3.934782609,20,46,0.434782609,2021,0,"NO"
"4208","Isaiah Joe",3.731707317,0.487804878,0.87804878,22,41,0.536585366,2021,0,"NO"
"4209","Isaiah Roby",8.737704918,1.754098361,5.590163934,19,61,0.31147541,2021,0,"NO"
"4210","Isaiah Stewart",7.897058824,0.867647059,6.661764706,20,68,0.294117647,2021,0,"NO"
"4211","Isaiah Thomas",7.666666667,1.666666667,1.333333333,1,3,0.333333333,2021,0,"NO"
"4212","Ish Smith",6.704545455,3.909090909,3.409090909,23,44,0.522727273,2021,0,"NO"
"4213","Ivica Zubac",9.027777778,1.25,7.208333333,47,72,0.652777778,2021,0,"NO"
"4214","Ja Morant",19.11111111,7.380952381,4,33,63,0.523809524,2021,0,"NO"
"4215","Jabari Parker",5.538461538,0.846153846,3.230769231,4,13,0.307692308,2021,0,"NO"
"4216","Jaden McDaniels",6.777777778,1.126984127,3.682539683,18,63,0.285714286,2021,0,"NO"
"4217","Jae'Sean Tate",11.34285714,2.542857143,5.342857143,17,70,0.242857143,2021,0,"NO"
"4218","Jae Crowder",10.05,2.116666667,4.7,42,60,0.7,2021,0,"NO"
"4219","Jahlil Okafor",5.37037037,0.481481481,2.444444444,5,27,0.185185185,2021,0,"NO"
"4220","Jahmi'us Ramsey",3.076923077,0.461538462,0.769230769,5,13,0.384615385,2021,0,"NO"
"4221","JaKarr Sampson",4.620689655,0.137931034,2.655172414,14,29,0.482758621,2021,0,"NO"
"4222","Jake Layman",5.133333333,0.622222222,1.488888889,12,45,0.266666667,2021,0,"NO"
"4223","Jakob Poeltl",8.594202899,1.942028986,7.927536232,32,69,0.463768116,2021,0,"NO"
"4224","Jalen Brunson",12.60294118,3.514705882,3.397058824,40,68,0.588235294,2021,0,"NO"
"4225","Jalen Harris",7.384615385,1.307692308,1.384615385,3,13,0.230769231,2021,0,"NO"
"4226","Jalen Lecque",1.25,0.5,1.25,2,4,0.5,2021,0,"NO"
"4227","Jalen McDaniels",7.361702128,1.127659574,3.595744681,18,47,0.382978723,2021,0,"NO"
"4228","Jalen Smith",1.962962963,0.148148148,1.37037037,19,27,0.703703704,2021,0,"NO"
"4229","Jamal Murray",21.20833333,4.8125,4.041666667,31,48,0.645833333,2021,0,"NO"
"4230","James Ennis III",8.414634146,1.512195122,4.048780488,12,41,0.292682927,2021,0,"NO"
"4231","James Harden",24.61363636,10.79545455,7.909090909,31,44,0.704545455,2021,0,"NO"
"4232","James Johnson",7.215686275,1.921568627,3.470588235,21,51,0.411764706,2021,0,"NO"
"4233","James Nunnally",1.666666667,0.333333333,1,3,9,0.333333333,2021,0,"NO"
"4234","James Wiseman",11.48717949,0.666666667,5.794871795,18,39,0.461538462,2021,0,"NO"
"4235","JaMychal Green",8.120689655,0.913793103,4.775862069,38,58,0.655172414,2021,0,"NO"
"4236","Jared Dudley",0.5,0.416666667,1.75,7,12,0.583333333,2021,0,"NO"
"4237","Jared Harper",0.375,0.125,0.25,5,8,0.625,2021,0,"NO"
"4238","Jaren Jackson Jr.",14.36363636,1.090909091,5.636363636,4,11,0.363636364,2021,0,"NO"
"4239","Jarred Vanderbilt",5.375,1.1875,5.75,18,64,0.28125,2021,0,"NO"
"4240","Jarrell Brantley",2.285714286,0.535714286,0.964285714,23,28,0.821428571,2021,0,"NO"
"4241","Jarrett Allen",12.79365079,1.682539683,10.01587302,20,63,0.317460317,2021,0,"NO"
"4242","Jarrett Culver",5.294117647,0.705882353,3.058823529,7,34,0.205882353,2021,0,"NO"
"4243","JaVale McGee",7.326086957,0.847826087,5.195652174,21,46,0.456521739,2021,0,"NO"
"4244","Javonte Green",3.56097561,0.414634146,1.731707317,19,41,0.463414634,2021,0,"NO"
"4245","Jaxson Hayes",7.483333333,0.583333333,4.283333333,24,60,0.4,2021,0,"NO"
"4246","Jay Scrubb",8.75,0.25,3.5,2,4,0.5,2021,0,"NO"
"4247","Jaylen Adams",0.285714286,0.285714286,0.428571429,5,7,0.714285714,2021,0,"NO"
"4248","Jaylen Brown",24.65517241,3.362068966,5.982758621,30,58,0.517241379,2021,0,"NO"
"4249","Jaylen Hoard",6.105263158,1.263157895,3.421052632,1,19,0.052631579,2021,0,"NO"
"4250","Jaylen Nowell",9.023809524,1.476190476,2.261904762,10,42,0.238095238,2021,0,"NO"
"4251","Jayson Tatum",26.4375,4.3125,7.375,34,64,0.53125,2021,0,"NO"
"4252","Jeff Green",11.02941176,1.588235294,3.867647059,44,68,0.647058824,2021,0,"NO"
"4253","Jeff Teague",6.745454545,2.4,1.6,27,55,0.490909091,2021,0,"NO"
"4254","Jerami Grant",22.31481481,2.814814815,4.62962963,15,54,0.277777778,2021,0,"NO"
"4255","Jeremiah Martin",2.444444444,0.444444444,0.777777778,0,9,0,2021,0,"NO"
"4256","Jeremy Lamb",10.08333333,1.472222222,3.638888889,16,36,0.444444444,2021,0,"NO"
"4257","Jerome Robinson",4.882352941,1.470588235,2.235294118,5,17,0.294117647,2021,0,"NO"
"4258","Jevon Carter",4.133333333,1.183333333,1.533333333,42,60,0.7,2021,0,"NO"
"4259","Jimmy Butler",21.46153846,7.096153846,6.903846154,33,52,0.634615385,2021,0,"NO"
"4260","JJ Redick",7.431818182,1.159090909,1.454545455,22,44,0.5,2021,0,"NO"
"4261","Joe Harris",14.11594203,1.884057971,3.594202899,45,69,0.652173913,2021,0,"NO"
"4262","Joe Ingles",12.07462687,4.746268657,3.641791045,47,67,0.701492537,2021,0,"NO"
"4263","Joel Embiid",28.45098039,2.843137255,10.56862745,39,51,0.764705882,2021,0,"NO"
"4264","John Collins",17.63492063,1.238095238,7.412698413,34,63,0.53968254,2021,0,"NO"
"4265","John Konchar",4.279069767,1.093023256,2.976744186,23,43,0.534883721,2021,0,"NO"
"4266","John Wall",20.575,6.875,3.225,12,40,0.3,2021,0,"NO"
"4267","Jonas Valanciunas",17.06451613,1.806451613,12.51612903,32,62,0.516129032,2021,0,"NO"
"4268","Jontay Porter",2,0.090909091,1.272727273,7,11,0.636363636,2021,0,"NO"
"4269","Jordan Bell",2.5,1.166666667,4,3,6,0.5,2021,0,"NO"
"4270","Jordan Bone",4,1.285714286,1.714285714,2,14,0.142857143,2021,0,"NO"
"4271","Jordan Clarkson",18.39705882,2.470588235,4.029411765,49,68,0.720588235,2021,0,"NO"
"4272","Jordan McLaughlin",5.019607843,3.784313725,2.117647059,15,51,0.294117647,2021,0,"NO"
"4273","Jordan Nwora",5.7,0.233333333,2,19,30,0.633333333,2021,0,"NO"
"4274","Jordan Poole",12,1.941176471,1.803921569,28,51,0.549019608,2021,0,"NO"
"4275","Josh Green",2.58974359,0.717948718,2,20,39,0.512820513,2021,0,"NO"
"4276","Josh Hall",4.095238095,1.333333333,2.80952381,2,21,0.095238095,2021,0,"NO"
"4277","Josh Hart",9.234042553,2.319148936,8.021276596,21,47,0.446808511,2021,0,"NO"
"4278","Josh Jackson",13.35483871,2.306451613,4.096774194,16,62,0.258064516,2021,0,"NO"
"4279","Josh Okogie",5.355932203,1.06779661,2.644067797,21,59,0.355932203,2021,0,"NO"
"4280","Josh Richardson",12.11864407,2.593220339,3.305084746,35,59,0.593220339,2021,0,"NO"
"4281","Jrue Holiday",17.72881356,6.050847458,4.542372881,41,59,0.694915254,2021,0,"NO"
"4282","Juan Toscano-Anderson",5.679245283,2.830188679,4.433962264,28,53,0.528301887,2021,0,"NO"
"4283","Juancho Hernangomez",7.211538462,0.673076923,3.942307692,19,52,0.365384615,2021,0,"NO"
"4284","Julius Randle",24.11267606,6.014084507,10.1971831,40,71,0.563380282,2021,0,"NO"
"4285","Justin Holiday",10.5,1.652777778,3.555555556,34,72,0.472222222,2021,0,"NO"
"4286","Justin Jackson",7.205882353,1.529411765,2.264705882,12,34,0.352941176,2021,0,"NO"
"4287","Justin James",3.861111111,0.611111111,0.833333333,15,36,0.416666667,2021,0,"NO"
"4288","Justin Patton",5.384615385,1.076923077,3.769230769,1,13,0.076923077,2021,0,"NO"
"4289","Justin Robinson",2.333333333,1,0.777777778,0,9,0,2021,0,"NO"
"4290","Justise Winslow",6.846153846,1.923076923,4.538461538,13,26,0.5,2021,0,"NO"
"4291","Jusuf Nurkic",11.45945946,3.378378378,8.972972973,22,37,0.594594595,2021,0,"NO"
"4292","Juwan Morgan",1.206896552,0.310344828,0.965517241,24,29,0.827586207,2021,0,"NO"
"4293","Karim Mane",1.1,0.4,1.4,2,10,0.2,2021,0,"NO"
"4294","Karl-Anthony Towns",24.78,4.5,10.58,19,50,0.38,2021,0,"NO"
"4295","Kawhi Leonard",24.84615385,5.173076923,6.480769231,36,52,0.692307692,2021,0,"NO"
"4296","Keita Bates-Diop",2.633333333,0.4,1.633333333,13,30,0.433333333,2021,0,"NO"
"4297","Kelan Martin",4.485714286,0.485714286,2.228571429,16,35,0.457142857,2021,0,"NO"
"4298","Keldon Johnson",12.76811594,1.753623188,5.971014493,32,69,0.463768116,2021,0,"NO"
"4299","Keljin Blevins",0.705882353,0.235294118,0.588235294,11,17,0.647058824,2021,0,"NO"
"4300","Kelly Olynyk",13.5,2.9,6.985714286,26,70,0.371428571,2021,0,"NO"
"4301","Kelly Oubre Jr.",15.43636364,1.327272727,5.981818182,27,55,0.490909091,2021,0,"NO"
"4302","Kemba Walker",19.27906977,4.930232558,3.953488372,22,43,0.511627907,2021,0,"NO"
"4303","Kendrick Nunn",14.57142857,2.642857143,3.196428571,31,56,0.553571429,2021,0,"NO"
"4304","Kenrich Williams",7.96969697,2.303030303,4.136363636,21,66,0.318181818,2021,0,"NO"
"4305","Kent Bazemore",7.179104478,1.611940299,3.417910448,35,67,0.52238806,2021,0,"NO"
"4306","Kentavious Caldwell-Pope",9.746268657,1.895522388,2.671641791,39,67,0.582089552,2021,0,"NO"
"4307","Kenyon Martin Jr.",9.311111111,1.066666667,5.377777778,10,45,0.222222222,2021,0,"NO"
"4308","Kevin Durant",26.94285714,5.571428571,7.057142857,23,35,0.657142857,2021,0,"NO"
"4309","Kevin Huerter",11.91304348,3.492753623,3.347826087,40,69,0.579710145,2021,0,"NO"
"4310","Kevin Knox II",3.880952381,0.452380952,1.452380952,26,42,0.619047619,2021,0,"NO"
"4311","Kevin Love",12.2,2.52,7.44,7,25,0.28,2021,0,"NO"
"4312","Kevin Porter Jr.",16.57692308,6.307692308,3.807692308,4,26,0.153846154,2021,0,"NO"
"4313","Kevon Looney",4.114754098,1.950819672,5.278688525,34,61,0.557377049,2021,0,"NO"
"4314","Khem Birch",7.194029851,1.328358209,5.776119403,23,67,0.343283582,2021,0,"NO"
"4315","Khris Middleton",20.36764706,5.441176471,5.970588235,45,68,0.661764706,2021,0,"NO"
"4316","Khyri Thomas",16.4,5,3.6,1,5,0.2,2021,0,"NO"
"4317","Killian Hayes",6.769230769,5.307692308,2.653846154,6,26,0.230769231,2021,0,"NO"
"4318","Killian Tillie",3.166666667,0.444444444,1.333333333,11,18,0.611111111,2021,0,"NO"
"4319","Kira Lewis Jr.",6.351851852,2.296296296,1.314814815,23,54,0.425925926,2021,0,"NO"
"4320","Kostas Antetokounmpo",0.8,0.066666667,1.266666667,6,15,0.4,2021,0,"NO"
"4321","Kris Dunn",1.25,0.5,1.5,1,4,0.25,2021,0,"NO"
"4322","Kristaps Porzingis",20.11627907,1.581395349,8.860465116,26,43,0.604651163,2021,0,"NO"
"4323","Kyle Anderson",12.37681159,3.623188406,5.739130435,36,69,0.52173913,2021,0,"NO"
"4324","Kyle Guy",2.806451613,1.032258065,1.129032258,11,31,0.35483871,2021,0,"NO"
"4325","Kyle Kuzma",12.85294118,1.867647059,6.132352941,40,68,0.588235294,2021,0,"NO"
"4326","Kyle Lowry",17.19565217,7.347826087,5.369565217,15,46,0.326086957,2021,0,"NO"
"4327","Kyrie Irving",26.87037037,6,4.759259259,36,54,0.666666667,2021,0,"NO"
"4328","KZ Okpala",2.486486486,0.513513514,1.837837838,22,37,0.594594595,2021,0,"NO"
"4329","Lamar Stevens",4.125,0.625,2.4,13,40,0.325,2021,0,"NO"
"4330","LaMarcus Aldridge",13.53846154,1.884615385,4.538461538,15,26,0.576923077,2021,0,"NO"
"4331","LaMelo Ball",15.74509804,6.137254902,5.921568627,23,51,0.450980392,2021,0,"NO"
"4332","Landry Shamet",9.295081967,1.62295082,1.836065574,39,61,0.639344262,2021,0,"NO"
"4333","Langston Galloway",4.75,0.65,1.05,29,40,0.725,2021,0,"NO"
"4334","Larry Nance Jr.",9.342857143,3.057142857,6.714285714,13,35,0.371428571,2021,0,"NO"
"4335","Lauri Markkanen",13.62745098,0.882352941,5.254901961,20,51,0.392156863,2021,0,"NO"
"4336","LeBron James",25.02222222,7.777777778,7.688888889,30,45,0.666666667,2021,0,"NO"
"4337","Lonnie Walker IV",11.15,1.683333333,2.583333333,28,60,0.466666667,2021,0,"NO"
"4338","Lonzo Ball",14.58181818,5.745454545,4.781818182,23,55,0.418181818,2021,0,"NO"
"4339","Lou Williams",11.34848485,3.409090909,2.090909091,44,66,0.666666667,2021,0,"NO"
"4340","Louis King",7.333333333,1.5,3,3,6,0.5,2021,0,"NO"
"4341","Luguentz Dort",14.01923077,1.692307692,3.634615385,18,52,0.346153846,2021,0,"NO"
"4342","Luka Doncic",27.72727273,8.590909091,7.984848485,40,66,0.606060606,2021,0,"NO"
"4343","Luka Samanic",3.696969697,0.454545455,2.060606061,14,33,0.424242424,2021,0,"NO"
"4344","Luke Kennard",8.253968254,1.650793651,2.555555556,44,63,0.698412698,2021,0,"NO"
"4345","Luke Kornet",3.419354839,0.774193548,2.161290323,13,31,0.419354839,2021,0,"NO"
"4346","Malachi Flynn",7.510638298,2.914893617,2.468085106,21,47,0.446808511,2021,0,"NO"
"4347","Malcolm Brogdon",21.17857143,5.875,5.25,27,56,0.482142857,2021,0,"NO"
"4348","Malik Beasley",19.56756757,2.378378378,4.378378378,8,37,0.216216216,2021,0,"NO"
