"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"135","Dwight Howard",17.05263158,1.421052632,12.43421053,42,76,0.552631579,2013,0,"NO"
"136","Dwyane Wade",21.20289855,5.101449275,4.985507246,55,69,0.797101449,2013,0,"NO"
"137","E'Twaun Moore",7.84,2.746666667,2.226666667,19,75,0.253333333,2013,0,"NO"
"138","Earl Barron",3.25,0.416666667,5.083333333,1,12,0.083333333,2013,0,"NO"
"139","Earl Clark",7.254237288,1.101694915,5.508474576,37,59,0.627118644,2013,0,"NO"
"140","Earl Watson",2,3.958333333,1.8125,24,48,0.5,2013,0,"NO"
"141","Ed Davis",7.691358025,0.777777778,5.679012346,43,81,0.530864198,2013,0,"NO"
"142","Eddy Curry",4.5,0,2,1,2,0.5,2013,0,"NO"
"143","Ekpe Udoh",4.25,0.565789474,3.302631579,36,76,0.473684211,2013,0,"NO"
"144","Elton Brand",7.194444444,0.972222222,5.972222222,35,72,0.486111111,2013,0,"NO"
"145","Emeka Okafor",9.683544304,1.17721519,8.759493671,27,79,0.341772152,2013,0,"NO"
"146","Enes Freedom",7.228571429,0.442857143,4.342857143,35,70,0.5,2013,0,"NO"
"147","Eric Bledsoe",8.460526316,3.065789474,2.960526316,52,76,0.684210526,2013,0,"NO"
"148","Eric Gordon",16.97619048,3.261904762,1.833333333,16,42,0.380952381,2013,0,"NO"
"149","Eric Maynor",4.546875,2.84375,0.71875,40,64,0.625,2013,0,"NO"
"150","Ersan Ilyasova",13.17808219,1.602739726,7.123287671,34,73,0.465753425,2013,0,"NO"
"151","Evan Fournier",5.315789474,1.157894737,0.921052632,25,38,0.657894737,2013,0,"NO"
"152","Evan Turner",13.34146341,4.317073171,6.304878049,34,82,0.414634146,2013,0,"NO"
"153","Fab Melo",1.166666667,0,0.5,3,6,0.5,2013,0,"NO"
"154","Festus Ezeli",2.448717949,0.282051282,4.012820513,44,78,0.564102564,2013,0,"NO"
"155","Francisco Garcia",5.534482759,1.086206897,1.568965517,24,58,0.413793103,2013,0,"NO"
"156","Garrett Temple",5.137254902,2.254901961,2.411764706,24,51,0.470588235,2013,0,"NO"
"157","Gary Neal",9.485294118,1.897058824,2.102941176,47,68,0.691176471,2013,0,"NO"
"158","George Hill",14.15789474,4.671052632,3.736842105,46,76,0.605263158,2013,0,"NO"
"159","Gerald Green",7.016666667,0.833333333,2.35,37,60,0.616666667,2013,0,"NO"
"160","Gerald Henderson",15.51470588,2.602941176,3.676470588,15,68,0.220588235,2013,0,"NO"
"161","Gerald Wallace",7.695652174,2.623188406,4.623188406,41,69,0.594202899,2013,0,"NO"
"162","Glen Davis",15.05882353,2.058823529,7.235294118,13,34,0.382352941,2013,0,"NO"
"163","Goran Dragic",14.72727273,7.38961039,3.090909091,25,77,0.324675325,2013,0,"NO"
"164","Gordon Hayward",14.125,2.958333333,3.125,37,72,0.513888889,2013,0,"NO"
"165","Grant Hill",3.206896552,0.896551724,1.689655172,15,29,0.517241379,2013,0,"NO"
"166","Greg Monroe",16.02469136,3.469135802,9.592592593,29,81,0.358024691,2013,0,"NO"
"167","Greg Smith",6.014285714,0.357142857,4.585714286,41,70,0.585714286,2013,0,"NO"
"168","Greg Stiemsma",4.039473684,0.394736842,3.434210526,28,76,0.368421053,2013,0,"NO"
"169","Greivis Vasquez",13.88461538,9.025641026,4.320512821,26,78,0.333333333,2013,0,"NO"
"170","Gustavo Ayon",3.709090909,1.290909091,3.618181818,17,55,0.309090909,2013,0,"NO"
"171","Hakim Warrick",6.928571429,0.892857143,3.178571429,6,28,0.214285714,2013,0,"NO"
"172","Hamed Haddadi",2.8,0.4,3.7,10,30,0.333333333,2013,0,"NO"
"173","Harrison Barnes",9.234567901,1.209876543,4.111111111,46,81,0.567901235,2013,0,"NO"
"174","Hasheem Thabeet",2.424242424,0.166666667,2.954545455,50,66,0.757575758,2013,0,"NO"
"175","Hedo Turkoglu",2.909090909,2.090909091,2.363636364,1,11,0.090909091,2013,0,"NO"
"176","Henry Sims",2,0,1,0,2,0,2013,0,"NO"
"177","Ian Mahinmi",5.025,0.3375,3.8875,49,80,0.6125,2013,0,"NO"
"178","Iman Shumpert",6.777777778,1.666666667,3.022222222,30,45,0.666666667,2013,0,"NO"
"179","Isaiah Thomas",13.92405063,4,2.037974684,27,79,0.341772152,2013,0,"NO"
"180","Ish Smith",2.365384615,1.673076923,1.173076923,14,52,0.269230769,2013,0,"NO"
"181","Ivan Johnson",6.550724638,0.666666667,3.855072464,35,69,0.507246377,2013,0,"NO"
"182","J.J. Barea",11.27027027,3.972972973,2.797297297,29,74,0.391891892,2013,0,"NO"
"183","Jae Crowder",5.025641026,1.205128205,2.397435897,41,78,0.525641026,2013,0,"NO"
"184","Jamaal Tinsley",3.46969697,4.393939394,1.742424242,39,66,0.590909091,2013,0,"NO"
"185","Jamal Crawford",16.51315789,2.539473684,1.684210526,51,76,0.671052632,2013,0,"NO"
"186","Jameer Nelson",14.67857143,7.375,3.732142857,17,56,0.303571429,2013,0,"NO"
"187","James Anderson",3.820512821,1.076923077,1.846153846,26,39,0.666666667,2013,0,"NO"
"188","James Harden",25.93589744,5.833333333,4.858974359,43,78,0.551282051,2013,0,"NO"
"189","James Johnson",5.111111111,1.074074074,2.685185185,17,54,0.314814815,2013,0,"NO"
"190","James Jones",1.578947368,0.342105263,0.578947368,32,38,0.842105263,2013,0,"NO"
"191","James White",2.192982456,0.50877193,0.842105263,41,57,0.719298246,2013,0,"NO"
"192","Jan Vesely",2.470588235,0.549019608,2.392156863,15,51,0.294117647,2013,0,"NO"
"193","Jannero Pargo",6.46875,2.09375,1.09375,11,32,0.34375,2013,0,"NO"
"194","Jared Cunningham",2,0.125,0.375,4,8,0.5,2013,0,"NO"
"195","Jared Dudley",10.89873418,2.569620253,3.101265823,24,79,0.303797468,2013,0,"NO"
"196","Jared Jeffries",1.157894737,0.368421053,1.578947368,16,38,0.421052632,2013,0,"NO"
"197","Jared Sullinger",6,0.777777778,5.866666667,22,45,0.488888889,2013,0,"NO"
"198","Jarrett Jack",12.94936709,5.556962025,3.075949367,47,79,0.594936709,2013,0,"NO"
"199","Jarvis Varnado",0.615384615,0.230769231,0.692307692,10,13,0.769230769,2013,0,"NO"
"200","Jason Collins",1.078947368,0.210526316,1.578947368,19,38,0.5,2013,0,"NO"
"201","Jason Kidd",6.026315789,3.276315789,4.25,49,76,0.644736842,2013,0,"NO"
"202","Jason Maxiell",6.916666667,0.75,5.680555556,24,72,0.333333333,2013,0,"NO"
"203","Jason Richardson",10.51515152,1.545454545,3.848484848,13,33,0.393939394,2013,0,"NO"
